station_id,date,spi1,spei1,spi3,spei3,spi6,spei6,spi9,spei9,spi12,spei12,spi15,spei15,spi18,spei18,spi21,spei21,spi24,spei24
40709,11/30/2007 0:00,-0.554241304,-0.601993217,-1.953529809,-1.937845618,-2.260315793,-1.971287448,-2.102157389,-1.791510282,-1.780390657,-1.572139227,-1.175650969,-1.174189232,,,,,,
40709,12/31/2007 0:00,0.178210471,0.178294911,-8.005605135,-2.089791006,-2.246895985,-1.929299436,-2.087303188,-1.788910287,-1.690663758,-1.483882241,-6.547348433,-1.947595679,,,,,,
40709,1/31/2008 0:00,0.298636964,0.439334733,-0.428600141,-0.506352213,-2.343901295,-2.085300319,-2.194077375,-1.963985546,-1.55791373,-1.463739777,-2.041037646,-1.985005262,,,,,,
40709,2/29/2008 0:00,-1.07803057,-1.113855207,-0.536166881,-0.486823845,-2.198854562,-2.122088442,-2.304519077,-1.941275206,-1.965537543,-1.736128174,-0.416553566,-1.556544054,-1.185863776,-1.171013536,,,,
40709,3/31/2008 0:00,-2.262765536,-2.202845644,-1.519093107,-1.577074135,-2.335263697,-2.41893919,-2.230600599,-1.96209446,-2.16223581,-1.874140133,-0.795685295,-1.648161304,-1.730355115,-1.723683453,,,,
40709,4/30/2008 0:00,-6.828432174,-1.542844449,-2.101196,-1.908623028,-1.766754281,-1.773809326,-2.344828562,-2.111199591,-2.392375296,-2.136057643,-1.881949617,-1.909985366,-1.827759344,-1.831421962,,,,
40709,5/31/2008 0:00,1.257933148,0.368106661,-0.992719083,-1.19250226,-0.997615633,-1.089301817,-2.069913818,-1.899016674,-2.153897302,-1.88660889,-1.136289384,-1.78923099,-1.369843926,-1.62683713,-1.409374128,-1.429641455,,
40709,6/30/2008 0:00,1.280953268,1.173408634,0.582364073,0.257659747,-0.991677817,-1.079014215,-2.157099811,-1.980869446,-2.099059316,-1.842074715,-1.968347085,-1.900200469,-1.717835554,-1.88118481,-1.995100049,-1.869272207,,
40709,7/31/2008 0:00,0.236863326,0.004989447,0.945721973,1.152550678,-1.184942572,-1.185542207,-0.989065675,-1.124993004,-0.994188332,-2.105142859,-2.269992383,-2.019779729,-1.610510982,-1.727841432,-1.576543021,-1.588733479,,
40709,8/31/2008 0:00,-1.084030177,-1.022836284,-0.872110707,-0.740195005,-6.609434808,-1.633278881,-1.587759164,-1.458136868,-2.28618194,-2.162063697,-2.297171237,-2.184631364,-2.223026079,-2.223332894,-2.116681137,-2.107579882,-4.976056287,-1.971249343
40709,9/30/2008 0:00,-0.758422288,-0.71400197,-1.380952463,-1.247210681,-0.930876269,-0.844545829,-2.179807112,-1.909408651,-2.320296157,-2.377045074,-0.150150342,-2.369148767,-0.36621443,-2.360432768,-2.181837407,-2.228890316,-2.158195423,-2.154094214
40709,10/31/2008 0:00,0.553464738,0.665626747,-0.612555217,-0.727465026,-0.128769361,-0.022189425,-1.420922123,-1.365045257,-0.926263695,-1.280266856,-1.943867073,-2.163198657,-2.307259001,-2.107683137,-1.859108213,-1.963082486,-0.74122093,-1.666108944
40709,11/30/2008 0:00,-0.136289835,-0.158509357,-0.226634159,-0.094837424,-0.562884672,-0.542095433,-1.234115819,-1.232776844,-1.242233297,-1.176156554,-2.265180598,-2.212496344,-0.548537103,-2.19875423,-2.270616467,-2.084244268,-0.024125919,-2.037895041
40709,12/31/2008 0:00,1.970174189,1.946393199,0.876380155,0.852693234,-0.311217641,-0.28860416,-0.231957586,-0.177064454,-0.902744253,-0.819135312,-1.707013545,-1.85143996,-2.246941557,-2.210090216,-2.244855946,-2.219121518,-2.148155387,-2.131521416
40709,1/31/2009 0:00,-1.373960202,-1.295320885,0.074568911,0.046256289,-0.497088081,-0.503055815,-0.115382538,0.009226168,-1.294135886,-1.28642943,-1.086797268,-1.093343479,-2.270433027,-2.285925281,-1.362681018,-2.189209295,-1.969448149,-2.105381317
40709,2/28/2009 0:00,-1.429736551,-1.319082903,-0.46218803,-0.316114648,-0.346212376,-0.19098463,-0.69409535,-0.587831632,-1.23730989,-1.166442771,-0.322712312,-1.134970322,-2.223671058,-2.148565843,-0.556972285,-2.149569155,-0.880916108,-2.101889218
40709,3/31/2009 0:00,-1.162676654,-1.19272937,-2.046698428,-1.848154909,-0.192027978,-0.047862344,-0.915763643,-0.879195304,-0.908139192,-0.832443221,-0.597326454,-1.264010435,-1.983819942,-1.848142129,-0.305164028,-2.224299398,-2.340572805,-2.195683515
40709,4/30/2009 0:00,1.299206379,1.078544712,-0.123905128,-0.069133389,-0.016600649,0.031431347,-0.422620841,-0.367159274,-0.154661299,-0.066434934,-0.99709869,-0.911638794,-0.915790552,-0.835534384,-2.208899861,-2.139745677,-2.198466791,-2.090537007
40709,5/31/2009 0:00,-0.508746736,-0.526470003,0.059244161,0.060921157,-0.32071935,-0.185911322,-0.385097276,-0.264485273,-0.592143169,-0.463063429,-0.602801662,-0.882638128,-0.793324958,-0.896595063,-2.090480746,-1.95996372,-2.13133279,-1.999599983
40709,6/30/2009 0:00,0.140749806,0.015969298,0.853902027,0.808993114,-1.279207398,-1.000747996,0.024599903,0.210660797,-0.745518971,-0.615289855,-0.708721512,-0.473307941,-1.161024988,-1.054745624,-7.960319307,-1.748515563,-2.184088186,-2.075747761
40709,7/31/2009 0:00,-7.896676648,-1.056747917,-1.319240367,-1.023381724,-0.98664522,-0.871240295,-0.395475629,-0.454406609,-0.273628441,-0.663187714,-0.437288819,-0.249434327,-1.322068692,-1.323675516,-1.154787761,-1.07480338,-2.12513525,-2.066674262
40709,8/31/2009 0:00,2.696842143,1.252405027,1.179240942,1.372925468,1.039125302,1.0270871,0.596503434,0.809520219,0.14021981,0.395967885,-0.142181774,0.141481683,-0.478083202,-0.259638042,-0.559774988,-0.32084279,-0.53357622,-1.560303867
40709,9/30/2009 0:00,0.005483075,-0.018494273,0.826738452,0.888667335,0.953699729,1.108654352,0.072680104,0.293409856,0.406355192,0.711716308,-0.112309146,-0.054420294,0.056295066,0.099607691,-0.607856871,-0.395918899,-1.027738377,-0.866598965
40709,10/31/2009 0:00,-0.086340791,-0.139091168,0.807482957,0.873332248,0.209442459,0.281535391,-0.046581379,0.151604739,0.409837031,0.386667723,-0.299310855,-0.149157794,-0.071542576,0.183943572,-0.857324013,-0.688167634,-0.278531313,-0.679741905
40709,11/30/2009 0:00,-0.392160573,-0.44325128,-0.479464056,-0.484084985,0.133813455,0.124658244,0.072020911,0.132714489,-0.052147909,0.038060671,-0.136159217,0.092334932,-0.077600676,-0.271049524,-0.884181344,-0.781977096,0.045309245,-0.804047996
40709,12/31/2009 0:00,0.428465539,0.428033575,0.079153949,-0.051455558,0.238041636,0.226301101,0.496395752,0.581455925,-0.422424208,-0.285846362,0.519441276,0.504050241,-0.495051356,-0.290976907,-0.463088724,-0.188389417,-0.914151512,-0.744644519
40709,1/31/2010 0:00,-0.216998419,-0.273452679,-0.425647034,-0.577468819,0.343116923,0.39201399,-0.077562046,-0.038011846,-0.280129809,-0.027778314,0.031692257,0.175867022,-0.517852707,-0.345808508,-0.063172384,-0.00183146,-1.089500743,-0.984436645
40709,2/28/2010 0:00,-0.049459905,0.099497082,-0.005728692,0.113195865,-0.451360713,-0.458597414,0.078592644,0.130285543,0.006066807,0.17314135,-0.087965259,0.092606726,-0.119821444,0.103476049,-0.146847654,-0.25951738,-0.358785308,-0.717820062
40709,3/31/2010 0:00,0.404352575,0.496889085,-0.110443711,-0.013801517,-0.217780341,-0.150820634,0.169192115,0.190634201,0.348722872,0.4750654,-0.114088284,-0.209286028,0.201983104,0.365705724,0.061783622,-0.327046387,-0.47047845,-0.245542904
40709,4/30/2010 0:00,1.209211804,1.025225174,0.741356733,0.844393194,0.358373864,0.469221921,0.602752008,0.742817434,0.291357363,0.384765624,0.158090043,0.41320109,0.170181238,0.372817972,-0.170177925,0.081322679,0.030659649,0.360798001
40709,5/31/2010 0:00,0.091215364,-0.185173088,0.728783624,0.852495653,0.445097585,0.656246599,-0.114381186,-0.044192461,0.316773863,0.45237551,0.158701168,0.508245843,0.225547976,0.415463923,0.119337121,0.372553942,-0.269314723,0.026267161
40709,6/30/2010 0:00,-0.766645673,-0.995932844,0.798406042,0.599469551,0.402246181,0.4347671,-0.030213308,0.043732593,0.273889476,0.375801964,0.45386627,0.696256403,-0.176075475,0.127376971,0.485361978,0.520151732,-0.399610167,-0.156977467
40709,7/31/2010 0:00,0.474509014,-0.523660809,-0.587499197,-0.929053486,0.203112073,0.211123199,0.142074368,0.05080594,0.364566632,0.542656464,0.159348794,0.269012807,-0.003516385,0.242701505,0.041273146,0.206899352,-0.348037364,-0.178804712
40709,8/31/2010 0:00,0.924823637,0.069543212,-0.683282908,-1.129966818,0.669631685,0.17732988,0.284668074,0.208419983,-0.275682129,-0.337864107,0.124560525,0.216903607,0.13601112,0.30808924,0.06505259,0.2546332,1.067543465,0.260009112
40709,9/30/2010 0:00,0.499906227,0.427161518,0.102890949,-0.139259821,0.411757513,0.252357227,0.327135874,0.294994113,-0.023027029,-0.012142374,-0.102688265,0.327879108,0.189497235,0.649938191,-0.116423763,0.025052725,0.257564982,0.419186626
40709,10/31/2010 0:00,0.6070471,0.682249882,0.57245123,0.403485087,0.160146327,-0.099805938,0.601714234,0.572673743,0.5662621,0.434644161,0.491697731,0.621147593,0.317752766,0.400947155,0.167866201,0.35428451,0.194827592,0.26722342
40709,11/30/2010 0:00,-2.184763161,-2.044958231,-0.333103709,-0.346240914,-0.602090516,-0.914632607,-0.273003206,-0.488395935,-0.229046451,-0.389358499,-0.416105017,-0.48056495,0.010753787,-0.115126872,-0.193907991,-0.149429924,0.086474831,-0.161099677
40709,12/31/2010 0:00,-2.038331972,-2.055690396,-1.178367881,-1.553969007,-0.938606055,-1.159755465,-0.764838035,-0.997967689,-0.777374492,-0.88036129,-0.124218712,-0.671232642,-0.357003304,-0.374678427,-0.20244312,-0.110941065,-0.81092387,-0.806844035
40709,1/31/2011 0:00,-0.127514041,-0.235562755,-2.558642327,-2.430731593,-1.001520008,-1.201271696,-1.097973072,-1.332157297,-0.81522057,-0.946147871,-0.606890104,-0.822240417,-0.323290726,-0.330342297,-0.248836929,-0.590037823,-0.778536036,-0.758273012
40709,2/28/2011 0:00,1.428383597,1.350739227,-0.463258852,-0.60630795,-0.450465073,-0.525121659,-0.731084289,-0.989739067,-0.421995416,-0.554086129,-0.144193699,-0.454987677,-0.459629112,-0.541777932,-0.092053845,-0.231208969,-0.143482971,-0.247896701
40709,3/31/2011 0:00,-0.393307444,-0.357599669,0.150494683,0.221585859,-0.801445692,-0.871175434,-0.637823532,-0.830297413,-0.519782728,-0.683782114,-0.199348825,-0.609360574,-0.407986906,-0.501497459,0.09889703,-0.333680224,-0.183691382,-0.113721373
40709,4/30/2011 0:00,0.331751525,0.181428636,0.248726003,0.302772834,-1.652018876,-1.574775106,-0.579299785,-0.683755786,-0.725525407,-0.932460511,-0.483851348,-0.498229341,-0.502271574,-0.539358058,-0.21280057,-0.165068939,-0.432862113,-0.381314883
40709,5/31/2011 0:00,0.675290186,0.126350872,-0.189548719,-0.135799916,-0.504351169,-0.436328181,-0.572515895,-0.585474109,-0.715801303,-0.850363466,-0.286360035,-0.471663222,-0.284654557,-0.419843418,-0.489262102,-0.496666438,-0.361485349,-0.305896022
40709,6/30/2011 0:00,0.887605853,0.751718531,0.507566983,0.331290788,0.356319517,0.438170179,-0.74382003,-0.678256069,-0.619222638,-0.692700648,-0.489167088,-0.46019021,-0.463712839,-0.368729505,-0.045067755,-0.286054211,-0.305882662,-0.223679479
40709,7/31/2011 0:00,-1.30346477,-2.272328075,0.12496193,0.189018421,-0.028783002,0.05064831,-1.844635761,-1.647775522,-0.212594134,-0.728544438,-0.793067472,-0.940544641,-0.498141831,-0.467128064,-0.509489773,-0.530943566,-0.269930785,-0.224931687
40709,8/31/2011 0:00,1.557550706,0.704860763,0.108109243,0.10578879,0.403351704,0.038732018,-0.177134772,-0.14310039,-0.474011844,-0.458067886,-0.657371001,-0.777807935,-0.374592462,-0.350905269,-0.343688488,-0.285112034,0.775739194,-0.327668083
40709,9/30/2011 0:00,-0.10587776,-0.12379131,-0.123289539,-0.119254385,0.075198299,0.150916981,0.137523178,0.311077077,-0.653135622,-0.568098382,-0.118875821,-0.745191079,-0.00441095,-0.549194542,-0.480333434,-0.434899395,-0.465385899,-0.421092424
40709,10/31/2011 0:00,-0.134227947,-0.183358539,-0.189859636,-0.270278267,-0.223186352,-0.250320859,-0.214884127,-0.057833832,-1.001380565,-1.360401831,-0.65227493,-0.75175608,-0.854936866,-0.957932889,-0.667008192,-0.630056267,-0.20452785,-0.659490706
40709,11/30/2011 0:00,0.873670764,0.958795165,0.114700123,0.179662917,0.108916668,0.072199913,-0.098330918,-0.046229308,-0.20468311,-0.185114447,-0.3069631,-0.231382479,-0.110464211,-0.701974538,-0.396916284,-0.408253567,0.080027963,-0.328170556
40709,12/31/2011 0:00,-1.586968154,-1.543654273,0.292845544,0.250142797,-0.285537623,-0.343683108,-0.243446705,-0.20783012,-0.168985497,-0.029876799,-0.125081028,-0.39371196,-0.746634372,-0.809941198,-0.649381221,-0.663646339,-0.607563015,-0.573144402
40709,1/31/2012 0:00,0.484719731,0.513753851,0.291693689,0.324907597,-0.041151556,-0.005911045,-0.086157616,-0.042386747,-0.033553141,0.213973556,-0.978644067,-0.978405583,-0.663130656,-0.668037197,-0.405785768,-0.890500075,-0.605568069,-0.539975565
40709,2/29/2012 0:00,-1.433934523,-1.368792718,-2.256056425,-2.120659155,-0.433676033,-0.392480177,-0.431214461,-0.425794596,-0.653236222,-0.524823786,-0.211108724,-0.587751277,-0.615508542,-0.562157583,-0.248756965,-1.009819801,-0.319121659,-0.75345184
40709,3/31/2012 0:00,-0.407806988,-0.473928895,-0.940136314,-0.963248357,-0.417353163,-0.388229284,-0.517587028,-0.570986245,-0.518622226,-0.480500762,-0.156163981,-0.337317121,-0.730603353,-0.688786059,-0.02293121,-1.002584637,-0.848166321,-0.900005507
40709,4/30/2012 0:00,-1.367088805,-2.023373418,-1.451611428,-1.442098512,-0.704047183,-0.859591468,-0.597430646,-0.637824279,-0.587014017,-0.674105007,-0.61629389,-0.529222507,-1.283134349,-1.290083318,-1.071410373,-1.14595723,-1.183604162,-1.303603567
40709,5/31/2012 0:00,-0.382588841,-1.566688999,-1.845431879,-1.902910426,-1.883890535,-1.942861268,-0.991809376,-1.10253018,-0.865301454,-0.959556954,-0.625773178,-1.056440412,-0.811955423,-1.071478384,-0.970489,-1.051553853,-1.266031092,-1.453905938
40709,6/30/2012 0:00,1.253152245,0.685239816,-6.255964695,-1.65765983,-2.27702246,-1.826909774,-0.921877657,-1.247624846,-0.838616024,-0.984667553,-0.832707484,-0.891907758,-0.710562435,-0.743267071,-0.681091926,-1.187380542,-1.149302013,-1.350261182
40709,7/31/2012 0:00,-0.448081351,-0.226190218,-0.30087318,-0.636008696,-1.720451435,-1.782445556,-0.879333824,-1.267692578,-0.282642781,-0.882065467,-0.752392176,-0.841307844,-0.749588105,-0.744216466,-1.389857568,-1.494002208,-1.109169173,-1.232048213
40709,8/31/2012 0:00,2.723947846,1.212255314,1.514961402,1.551263045,0.684449338,-0.024681209,-0.354643409,-0.740217029,-0.250676565,-0.393474982,-0.246240632,-0.324918473,-0.351114751,-0.358423998,-0.418513677,-0.438956515,0.789056642,-0.372788684
40709,9/30/2012 0:00,-0.844890749,-0.888918227,0.445773953,0.489765766,0.035019699,-0.28250172,-0.459671605,-0.758244983,-0.422853516,-0.558890087,-0.117445706,-0.728315143,-0.008936212,-0.611092559,-0.422690799,-0.415390452,-0.775062547,-0.816278803
40709,10/31/2012 0:00,-1.006662564,-1.186109699,-0.278254649,-0.532911838,-0.456699959,-0.768705736,-1.518731088,-1.721028768,-0.4562143,-1.214045766,-0.78936341,-1.006432009,-0.862491649,-0.984686918,-0.935761817,-1.028589479,-0.59812884,-1.528868734
40709,11/30/2012 0:00,0.634898219,0.66824313,-0.865461223,-0.923020529,0.007644624,-0.153636504,-0.80211574,-1.156126951,-1.247792202,-1.424510778,-0.737320239,-0.929366167,-0.162357633,-0.967050774,-1.014042894,-1.152338937,0.038640907,-1.190265708
40709,12/31/2012 0:00,0.14501316,0.112852449,0.020231011,-0.165242565,-0.112651693,-0.210729884,-0.532175462,-0.87200981,-0.932353869,-1.135566283,-0.096984461,-0.7336436,-0.829927854,-1.037339469,-0.858846932,-1.010462887,-0.729225178,-0.838192044
40709,1/31/2013 0:00,0.308347527,0.149980444,0.595096862,0.522731656,0.066262175,-0.100602274,-0.12499846,-0.365671887,-1.060201571,-1.472085765,-0.447562665,-0.765363088,-0.707881077,-0.871242908,-0.342036817,-0.854690133,-0.763778079,-0.875950375
40709,2/28/2013 0:00,0.339402723,0.408689982,0.457821518,0.449909514,-0.669577466,-0.797319762,0.096379614,-0.037989858,-0.601782326,-0.905293215,-0.272961651,-1.219033701,-0.57003073,-0.760552452,-0.196347178,-0.853417821,-0.366935697,-1.013748813
40709,3/31/2013 0:00,0.069232884,-0.059085442,0.095997417,-0.070822253,-0.16888383,-0.27917722,-0.029803663,-0.166015039,-0.363641907,-0.678464609,-0.263892311,-0.911317664,-0.39991595,-0.623274496,0.016986579,-0.939881427,-0.73023522,-0.895538486
40709,4/30/2013 0:00,0.587638126,0.408660299,0.223681156,0.158705458,0.516729069,0.458046808,0.132464675,0.021734609,-0.005969081,-0.239524543,-0.662623303,-0.893077025,-0.411343489,-0.572720274,-0.563973604,-0.695548813,-0.572643537,-0.680595463
40709,5/31/2013 0:00,-0.151531737,-0.735187605,-0.12565223,-0.422945221,-0.065221823,-0.249058981,-0.71307543,-0.878486649,-0.043939944,-0.218511522,-0.355037433,-0.856040012,-0.687776771,-1.130429719,-0.572137904,-0.788076962,-0.751582216,-0.950308178
40709,6/30/2013 0:00,1.159186722,0.676130919,0.403103936,-0.328816266,0.258741931,-0.16761122,-0.186419701,-0.447308241,-0.06686618,-0.218046781,-0.378596508,-0.649216999,-0.633757498,-0.954242612,-0.063219877,-0.587823678,-0.729419112,-0.969775297
40709,7/31/2013 0:00,1.040666352,0.32111412,0.179758874,-0.066984246,-0.022737484,-0.249487481,0.50136497,0.303339732,0.195355639,-0.029707294,0.011570594,-0.234762627,-0.665799382,-1.020590928,-0.404449155,-0.62490778,-0.578529039,-0.754817396
40709,8/31/2013 0:00,0.945681739,0.282654556,0.096461216,0.003872027,0.43401353,-0.283861243,0.198229652,-0.024007554,-0.61251558,-0.806424822,-0.018257799,-0.123350508,-0.494379779,-0.829079672,-0.864299504,-1.191807107,0.714779663,-0.68539504
40709,9/30/2013 0:00,0.2823735,0.303351469,0.066599935,0.120203051,0.170300123,0.064154813,0.196485832,0.100396359,-0.157121927,-0.235684092,-0.108509852,-0.130212723,0.033766747,-0.601220689,-0.544975915,-0.818193659,-0.411524557,-0.577643284
40709,10/31/2013 0:00,0.374391075,0.396047181,0.202664163,0.139648241,0.120728029,-0.023528316,0.121779239,0.039752012,0.62557135,0.464706643,0.092619555,0.033961394,0.015643031,-0.15109696,-0.61275051,-0.876848312,-0.079673714,-0.584992805
40709,11/30/2013 0:00,1.22690582,1.241239466,0.90133075,0.900853023,0.808928143,0.761857167,0.725409232,0.577019613,0.793961951,0.618294864,0.066792472,-0.004909833,0.16961837,0.399010943,0.009102857,-0.264125759,0.082022649,-0.590356174
40709,12/31/2013 0:00,-0.363886521,-0.440175012,0.950923748,0.86806916,0.61554301,0.589728761,0.655783445,0.535477996,0.670216593,0.540077937,0.58921198,0.395263043,0.354159285,0.352403825,0.132460245,-0.059687584,-0.094502529,-0.32621561
40709,1/31/2014 0:00,-0.239189644,-0.321176003,0.796466608,0.830144072,0.551807021,0.572690847,0.442356794,0.368082179,0.53801968,0.500093282,0.710447318,0.658665731,0.340255905,0.32091678,0.263748723,0.127412341,-0.349898267,-0.58150769
40709,2/28/2014 0:00,-0.596692523,-0.393201965,-1.053406559,-1.02179793,0.558466692,0.656641516,0.456348611,0.469755182,0.315588767,0.286992365,0.020731834,0.370134333,-0.105016148,-0.166201627,0.018839922,0.195244798,-0.108100902,-0.427553025
40709,3/31/2014 0:00,0.072044318,-0.023939949,-0.635072441,-0.658137415,0.502068686,0.642371658,0.286634556,0.259619133,0.288762554,0.21093212,0.199915569,0.221930084,0.17480879,0.108376685,0.185134703,0.066366873,-0.11367251,-0.330043174
40709,4/30/2014 0:00,0.424565372,0.219144838,-0.195771649,-0.223053881,0.357934031,0.354344752,0.272901439,0.291579571,0.236647227,0.133543737,0.264652917,0.273639686,0.417435446,0.38546524,0.203424732,0.173602586,0.106353887,0.020208075
40709,5/31/2014 0:00,-0.852493737,-7.263623146,-0.438128563,-0.727254006,-0.888833116,-0.977122785,0.152004018,0.08738733,0.138951249,0.069235808,0.004548963,-0.052279595,0.186457144,0.029339879,-0.227562217,-0.337930409,0.006319504,-0.085060031
40709,6/30/2014 0:00,-0.639828635,-0.589771346,-1.040495305,-1.199022898,-1.152920656,-1.229446724,0.154588813,0.105913988,-0.015856904,-0.059675283,-0.021725577,-0.033013873,0.053657601,0.038236919,0.255717942,-0.022774228,-0.112779757,-0.181800069
40709,7/31/2014 0:00,-1.743205963,-0.998692325,-2.296094241,-1.944645735,-1.187798881,-1.254882204,-0.077005875,-0.32849962,0.08645802,-0.101600536,-0.061567015,-0.173137299,-0.054292397,-0.06236385,0.169521655,0.099176833,-0.104869636,-0.204849724
40709,8/31/2014 0:00,0.281981159,-0.786745319,-1.647113858,-1.594981671,-1.592769241,-2.010192872,-2.109516915,-1.992545628,-0.218242052,-0.379226314,-0.220767027,-0.345263752,-0.300086388,-0.505204135,-0.162360061,-0.353861804,0.733048483,-0.67182467
40709,9/30/2014 0:00,0.133003864,0.061987276,-0.574913194,-0.828263714,-0.952828376,-1.320673652,-1.259124045,-1.623131684,-0.207304563,-0.342348136,-0.112629776,-0.433254141,0.040805485,-0.481244067,-0.199775573,-0.389538803,-0.261804775,-0.431917899
40709,10/31/2014 0:00,1.844479306,1.727958294,1.610149188,1.449144592,0.802974466,0.608620063,0.52873594,0.350825698,0.830771904,0.687105757,0.570862294,0.599962349,0.641051079,0.547952112,0.668326146,0.58424967,0.470902873,0.589593105
40709,11/30/2014 0:00,0.739414088,0.841276677,1.924329214,1.669168597,1.21100676,1.073976643,1.02517604,0.788719997,0.657574009,0.449948115,0.970088259,0.943676121,0.285702781,0.851285155,0.865941296,0.759905887,0.1616698,0.822145394
40709,12/31/2014 0:00,0.077835189,0.073097303,1.615438966,1.386026112,1.29671766,1.152244424,1.028365975,0.818186948,0.715590503,0.56410622,0.946178192,0.838530662,0.836530502,0.849189735,0.939023074,0.907669044,0.935580773,0.849995326
40709,1/31/2015 0:00,0.194192735,0.230291944,0.621303665,0.734783447,1.542645979,1.468971909,0.915101111,0.797697108,0.79002279,0.670463603,0.906203447,0.834552886,0.791512727,0.836697119,0.62845248,0.784571834,0.867062811,0.813917154
40709,2/28/2015 0:00,1.715181954,1.511993244,1.241029008,1.41962898,2.060316402,1.89089333,1.448400853,1.369098174,1.264808258,1.121600554,0.123273152,0.819419423,1.094360863,1.067255669,0.216175659,1.029415131,0.392204786,0.971302595
40709,3/31/2015 0:00,0.272675976,0.423491811,0.896746603,1.069734048,1.828949943,1.855091948,1.318776132,1.248800602,1.106435726,1.027161172,0.465862878,0.813637389,0.945086793,0.915614426,0.356559743,0.970278999,1.02081436,1.01837508
40709,4/30/2015 0:00,0.191940266,0.061996255,0.543923178,0.63099789,0.747037635,0.895678043,1.332641853,1.3376895,0.924214828,0.870037229,0.809832195,0.800005966,0.909069129,0.885666651,0.848098542,0.897566321,0.864654374,0.86704251
40709,5/31/2015 0:00,-0.07568854,-0.357860273,-0.287306756,-0.239740656,0.217104427,0.37579753,1.575069489,1.558647749,0.993293236,0.973056286,0.478296856,0.754845665,0.559161091,0.548007351,0.885467665,0.87115192,0.799509405,0.836022103
40709,6/30/2015 0:00,-1.104549079,-1.559623092,-1.201520019,-1.26120809,0.259079748,0.085909632,1.510457149,1.525044476,1.00094338,0.924760773,0.771066874,0.711660679,0.567798964,0.565468338,0.844144566,0.747253314,0.698269281,0.71615826
40709,7/31/2015 0:00,2.589099199,1.205612575,0.581779105,0.450860894,0.608533336,0.601412182,0.827234051,0.903155268,0.963661234,1.409688412,1.170000455,1.11061814,0.9727668,0.865926612,1.037939369,0.943456066,0.872857601,0.872477561
40709,8/31/2015 0:00,0.777061459,0.096726915,0.348944251,0.080755541,0.47670165,-0.067713134,0.531238193,0.551340631,1.54499045,1.549302694,1.053894033,1.082013433,0.918506833,0.914116817,0.738255569,0.7356549,1.6139491,0.888914863
40709,9/30/2015 0:00,-1.96210657,-1.837217438,-0.74037008,-0.78856408,-1.190137986,-1.325468903,-0.373859819,-0.448303866,0.936435638,1.072298236,-0.097100397,0.588382296,0.173663196,0.363043525,0.209416893,0.194730341,0.528799457,0.531115475
40709,10/31/2015 0:00,1.999528778,1.85907445,0.995936048,0.996743668,0.961088184,0.925669393,1.258536719,1.239760888,1.045135637,1.021318869,1.514979848,1.522262564,1.378178346,1.329872892,1.274683251,1.135913582,0.746522607,1.182737425
40709,11/30/2015 0:00,0.675471254,0.738521183,1.262760673,1.21299056,1.236795096,1.135514026,1.12428637,1.101075452,1.400817602,1.360303386,1.93580656,1.781749282,0.495448278,1.546747846,1.607739744,1.483571976,0.189350428,1.290581516
40709,12/31/2015 0:00,1.043595173,1.025290731,1.778469311,1.486947555,1.517504885,1.459018698,1.251812004,1.147272212,1.606953631,1.526808726,1.464904384,1.369345903,1.765007745,1.624223217,1.7478234,1.591124539,1.452089404,1.338583269
